Binance,AAX,Hitbtc,KuCoin
0.0,0.0,0.0,0.0
0.0,-2.139999999999418,1.2070000000003347,-1.1599999999998545
0.0,-2.139999999999418,1.2070000000003347,-1.1599999999998545
0.0,-2.139999999999418,1.2070000000003347,-1.1599999999998545
0.0,-2.139999999999418,1.2070000000003347,-1.1599999999998545
0.0,-2.259999999999309,1.0870000000004438,-1.2799999999997453
0.0,-2.259999999999309,1.0870000000004438,-1.2799999999997453
0.0,-2.259999999999309,1.0870000000004438,-1.2799999999997453
0.0,-2.259999999999309,1.0870000000004438,-1.2799999999997453
0.0,-1.889999999999418,0.6730000000006839,-1.7399999999997817
0.0,-1.889999999999418,0.6730000000006839,-1.7399999999997817
0.0,-1.5799999999999272,0.9830000000001746,-1.430000000000291
0.0,-1.5999999999994543,0.9630000000006476,-1.449999999999818
0.0,-1.5999999999994543,0.9630000000006476,-1.449999999999818
0.0,-1.5999999999994543,0.9630000000006476,-1.449999999999818
0.0,-1.6499999999996362,0.9130000000004657,-1.5
0.0,-1.6599999999998545,0.9030000000002474,-1.5100000000002183
0.0,-1.7100000000000364,0.8530000000000655,-1.5600000000004002
0.0,-1.7400000000006912,0.6430000000000291,-1.7700000000004366
0.0,-1.5700000000006185,0.8130000000001019,-1.6000000000003638
0.0,-1.5700000000006185,0.8130000000001019,-1.6000000000003638
0.0,-1.5700000000006185,0.8130000000001019,-1.6000000000003638
0.0,-1.5700000000006185,0.8130000000001019,-1.6000000000003638
0.0,-1.5700000000006185,0.8130000000001019,-1.6000000000003638
0.0,-1.5700000000006185,0.8130000000001019,-1.6000000000003638
0.0,-1.5700000000006185,0.8130000000001019,-1.6000000000003638
0.0,-1.5700000000006185,0.8130000000001019,-1.6000000000003638
0.0,-1.5700000000006185,0.8130000000001019,-1.2200000000002547
0.0,-1.5700000000006185,0.8130000000001019,-1.2200000000002547
0.0,-1.5700000000006185,0.8130000000001019,-1.2200000000002547
0.0,-1.5700000000006185,0.8130000000001019,-1.2200000000002547
0.0,-1.1900000000005093,0.7730000000001382,-1.2600000000002183
0.0,-1.1500000000005457,0.8130000000001019,-1.2200000000002547
0.0,-1.1500000000005457,0.8130000000001019,-1.2200000000002547
0.0,-1.4099999999998545,0.5530000000007931,-1.4799999999995634
0.0,-1.4099999999998545,0.5530000000007931,-1.4799999999995634
0.0,-1.4099999999998545,0.5530000000007931,-1.4799999999995634
0.0,-1.4099999999998545,0.5530000000007931,-1.4799999999995634
0.0,-1.4099999999998545,0.8500000000003638,-1.4799999999995634
0.0,-1.4099999999998545,0.8500000000003638,-1.4799999999995634
0.0,-1.4099999999998545,0.8500000000003638,-1.4799999999995634
0.0,-1.4099999999998545,0.8500000000003638,-1.4799999999995634
0.0,-1.4099999999998545,1.1340000000000146,-1.4799999999995634
0.0,-1.199999999999818,1.1340000000000146,-1.4799999999995634
0.0,-1.199999999999818,1.1340000000000146,-1.4799999999995634
0.0,-1.199999999999818,1.1340000000000146,-1.4799999999995634
0.0,-1.199999999999818,1.1340000000000146,-1.4799999999995634
0.0,-1.25,1.1159999999999854,-1.5299999999997453
0.0,-1.25,1.1469999999999345,-1.5299999999997453
0.0,-1.25,1.1469999999999345,-1.5299999999997453
0.0,-1.25,1.1469999999999345,-1.5299999999997453
0.0,-1.0399999999999636,1.1469999999999345,-1.5299999999997453
0.0,-1.050000000000182,1.1369999999997162,-1.5399999999999636
0.0,-1.050000000000182,1.1369999999997162,-1.5399999999999636
0.0,-1.050000000000182,1.094000000000051,-1.5399999999999636
0.0,-1.050000000000182,1.094000000000051,-1.5399999999999636
0.0,-1.050000000000182,1.094000000000051,-1.5399999999999636
0.0,-1.050000000000182,1.094000000000051,-1.5399999999999636
0.0,-1.050000000000182,1.094000000000051,-1.5399999999999636
0.0,-1.050000000000182,1.094000000000051,-1.5399999999999636
